,order,Date,Price,Open,High,Low,Change %,volatility
243,539,"Dec 07, 2017",1.1773,1.1796,1.1816,1.1772,-0.19%,0.209590000483861
244,538,"Dec 08, 2017",1.1764,1.1771,1.1778,1.1728,-0.08%,0.22636634080740456
245,537,"Dec 11, 2017",1.1768,1.1767,1.1812,1.1762,0.03%,0.31658626801830986
246,536,"Dec 12, 2017",1.1742,1.177,1.1794,1.1718,-0.22%,0.6136310694987972
247,535,"Dec 13, 2017",1.1826,1.1743,1.1832,1.1729,0.72%,0.3761843265125996
248,534,"Dec 14, 2017",1.1778,1.1826,1.1863,1.177,-0.41%,0.5433764978675536
249,533,"Dec 15, 2017",1.1754,1.1778,1.1814,1.1751,-0.20%,0.789499602048282
250,532,"Dec 18, 2017",1.1782,1.1753,1.1834,1.1737,0.24%,0.6334688829344878
251,531,"Dec 19, 2017",1.1840000000000002,1.1782,1.1851,1.1777,0.49%,0.24555572404780682
252,530,"Dec 20, 2017",1.1871,1.1840000000000002,1.1903,1.1829,0.26%,0.24183209850195297
253,529,"Dec 21, 2017",1.1873,1.1871,1.1889,1.1848,0.02%,0.46304992541832823
254,528,"Dec 22, 2017",1.1859,1.1874,1.1878,1.1817,-0.12%,0.7135166460841754
255,527,"Dec 25, 2017",1.1869,1.185,1.1882,1.1842,0.08%,0.8925546634110323
256,526,"Dec 26, 2017",1.1859,1.1867,1.1879,1.1845,-0.08%,1.0763143526846346
257,525,"Dec 27, 2017",1.1888,1.1859,1.1912,1.1855,0.24%,1.0425548877123167
258,524,"Dec 28, 2017",1.1943,1.1888,1.1961,1.1888,0.46%,0.7020081688107781
259,523,"Dec 29, 2017",1.1998,1.1943,1.203,1.1937,0.46%,0.33048889926902647
260,522,"Jan 01, 2018",1.2009999999999998,1.2003,1.2014,1.1995,0.10%,0.36374325391058876
261,521,"Jan 02, 2018",1.2059,1.2013,1.2084,1.2003,0.41%,0.61769445761745
262,520,"Jan 03, 2018",1.2014,1.2058,1.207,1.2001,-0.37%,0.3994719406279865
263,519,"Jan 04, 2018",1.2068,1.2015,1.209,1.2004,0.45%,0.7601303484465397
264,518,"Jan 05, 2018",1.203,1.2068,1.2085,1.2021,-0.31%,0.9858049787858554
265,517,"Jan 08, 2018",1.1967,1.2029,1.2054,1.1956,-0.52%,1.5080342532951296
266,516,"Jan 09, 2018",1.1937,1.1967,1.1977,1.1916,-0.25%,1.8594672417099356
267,515,"Jan 10, 2018",1.1947,1.1938,1.2019,1.1923,0.08%,2.0149964254202604
268,514,"Jan 11, 2018",1.2032,1.1946,1.206,1.1928,0.71%,1.5146669997839688
269,513,"Jan 12, 2018",1.2187,1.2033,1.219,1.2031,1.29%,0.44736180545062226
270,512,"Jan 15, 2018",1.2263,1.2198,1.2298,1.2188,0.62%,0.3002055396950358
271,511,"Jan 16, 2018",1.2261,1.2265,1.2284,1.2194,-0.02%,0.5399842274737362
272,510,"Jan 17, 2018",1.2186,1.226,1.2324,1.2176,-0.61%,1.0565314713567673
273,509,"Jan 18, 2018",1.2239,1.2186,1.2267,1.2165,0.43%,0.9303216925339409
274,508,"Jan 19, 2018",1.2222,1.2236,1.2296,1.2219,-0.14%,1.1484895504881703
275,507,"Jan 22, 2018",1.2262,1.2268,1.2276,1.2214,0.33%,0.9755360659140647
276,506,"Jan 23, 2018",1.2299,1.2263,1.2308,1.2223,0.30%,0.805623698969828
277,505,"Jan 24, 2018",1.2408,1.2299,1.2417,1.2293,0.89%,0.32732846817349015
278,504,"Jan 25, 2018",1.2396,1.2408,1.2537,1.2364,-0.10%,0.41814718238032655
279,503,"Jan 26, 2018",1.2421,1.2395,1.2495,1.2371,0.20%,0.3628132386592137
280,502,"Jan 29, 2018",1.2383,1.2427,1.2436,1.2336,-0.31%,0.47713378063455003
281,501,"Jan 30, 2018",1.2402,1.2383,1.2455,1.2335,0.15%,0.5818459548165985
