,order,Date,Price,Open,High,Low,Vol.,Change %,volatility
237,556,"Nov 23, 2017","1,291.66","1,291.19","1,293.87","1,287.65",-,-4.12%,3.511787661735632
238,555,"Nov 24, 2017","1,342.30","1,342.30","1,342.30","1,342.30",0.01K,3.92%,0.6892091738920845
239,554,"Nov 27, 2017","1,349.40","1,348.00","1,348.00","1,348.00",0.00K,0.53%,1.3777869346691127
240,553,"Nov 28, 2017","1,349.70","1,349.70","1,349.70","1,349.70",4.06K,0.02%,1.6704183343091155
241,552,"Nov 29, 2017","1,337.10","1,342.00","1,342.00","1,342.00",0.00K,-0.93%,1.3087629481497642
242,551,"Nov 30, 2017","1,328.00","1,328.00","1,328.00","1,328.00",0.09K,-0.68%,1.1892278602495487
243,550,"Dec 01, 2017","1,333.50","1,333.50","1,333.50","1,333.50",0.00K,0.41%,1.792623318188499
244,549,"Dec 04, 2017","1,328.70","1,328.70","1,328.70","1,328.70",0.85K,-0.36%,1.8217355922408442
245,548,"Dec 05, 2017","1,315.80","1,320.90","1,320.90","1,316.10",0.00K,-0.97%,1.1413327462530913
246,547,"Dec 06, 2017","1,316.90","1,316.20","1,316.20","1,316.20",0.01K,0.08%,1.2364635502841774
247,546,"Dec 07, 2017","1,303.70","1,317.10","1,317.10","1,304.50",0.09K,-1.00%,0.4502118766841846
248,545,"Dec 08, 2017","1,298.80","1,301.50","1,301.50","1,298.10",0.28K,-0.38%,0.6610744666974354
249,544,"Dec 11, 2017","1,297.50","1,298.60","1,298.60","1,293.40",0.02K,-0.10%,0.886238462497062
250,543,"Dec 12, 2017","1,292.60","1,296.70","1,296.80","1,289.40",0.05K,-0.38%,1.438131102165798
251,542,"Dec 13, 2017","1,299.40","1,299.40","1,299.40","1,299.40",0.03K,0.53%,1.1902522800721913
252,541,"Dec 14, 2017","1,307.90","1,305.60","1,309.60","1,303.40",0.02K,0.65%,0.9193971871367927
253,540,"Dec 15, 2017","1,308.10","1,312.10","1,312.10","1,310.00",0.00K,0.02%,1.258807386015669
254,539,"Dec 18, 2017","1,316.30","1,311.90","1,312.60","1,311.90",0.00K,0.63%,1.364082730990135
255,538,"Dec 19, 2017","1,315.50","1,315.50","1,315.50","1,315.50",0.01K,-0.06%,1.5816254953703217
256,537,"Dec 20, 2017","1,321.10","1,317.90","1,321.80","1,317.90",0.02K,0.43%,1.7174550696494109
257,536,"Dec 21, 2017","1,322.00","1,319.50","1,319.50","1,319.50",0.03K,0.07%,2.0600674002282027
258,535,"Dec 22, 2017","1,330.50","1,322.00","1,329.10","1,322.00",0.00K,0.64%,1.9862062999106882
259,534,"Dec 25, 2017","1,277.90","1,278.90","1,279.50","1,277.90",-,-3.95%,5.114856951232246
260,533,"Dec 26, 2017","1,339.20","1,337.00","1,337.90","1,337.00",0.00K,4.80%,1.7433937944266864
261,532,"Dec 27, 2017","1,343.00","1,341.00","1,341.00","1,341.00",0.00K,0.28%,1.8929604718525848
262,531,"Dec 28, 2017","1,350.10","1,346.00","1,346.40","1,343.30",0.13K,0.53%,1.8598148881038263
263,530,"Dec 29, 2017","1,362.60","1,362.60","1,362.60","1,362.60",0.02K,0.93%,1.703716069156976
264,529,"Jan 01, 2018","1,308.70","1,305.80","1,309.70","1,304.60",-,-3.96%,4.664295624956729
265,528,"Jan 02, 2018","1,370.50","1,370.50","1,370.50","1,370.50",0.10K,4.72%,0.3957310372839565
266,527,"Jan 03, 2018","1,374.20","1,372.00","1,372.00","1,369.00",0.02K,0.27%,0.26798024277176224
267,526,"Jan 04, 2018","1,377.40","1,363.40","1,375.60","1,362.70",0.01K,0.23%,0.5152447545809361
268,525,"Jan 05, 2018","1,378.40","1,377.80","1,377.80","1,377.80",0.01K,0.07%,1.2308638244776484
269,524,"Jan 08, 2018","1,376.80","1,376.80","1,376.80","1,376.80",0.03K,-0.12%,1.539364333570539
270,523,"Jan 09, 2018","1,370.00","1,368.10","1,368.10","1,368.10",0.03K,-0.49%,1.5902671825548609
271,522,"Jan 10, 2018","1,377.00","1,377.00","1,377.00","1,377.00",0.13K,0.51%,1.7418167484213494
272,521,"Jan 11, 2018","1,380.10","1,380.10","1,380.10","1,380.10",0.07K,0.23%,1.7771887708555658
273,520,"Jan 12, 2018","1,394.40","1,394.40","1,394.40","1,394.40",0.03K,1.04%,2.1167978840600457
274,519,"Jan 14, 2018","1,337.40","1,337.70","1,338.60","1,336.40",-,-4.09%,3.615899810434969
275,518,"Jan 15, 2018","1,341.80","1,337.30","1,344.90","1,337.00",-,0.33%,3.685531311137662
276,517,"Jan 16, 2018","1,396.80","1,391.00","1,391.30","1,391.00",0.01K,4.10%,0.6683759667903535
277,516,"Jan 17, 2018","1,399.70","1,399.70","1,399.70","1,399.70",0.01K,0.21%,0.965338762160118
278,515,"Jan 18, 2018","1,387.40","1,387.40","1,387.40","1,387.40",0.05K,-0.88%,1.614666375850445
279,514,"Jan 19, 2018","1,394.30","1,394.30","1,394.30","1,394.30",0.01K,0.50%,1.2674990531259587
280,513,"Jan 22, 2018","1,394.00","1,394.00","1,394.00","1,394.00",0.02K,-0.02%,1.2894450072475423
281,512,"Jan 23, 2018","1,398.20","1,398.20","1,398.20","1,398.20",0.02K,0.30%,1.0685217250078523
282,511,"Jan 24, 2018","1,419.10","1,419.10","1,419.10","1,419.10",0.32K,1.49%,0.9137397568461917
283,510,"Jan 25, 2018","1,425.90","1,418.80","1,418.80","1,418.80",0.00K,0.48%,1.4953447864251788
284,509,"Jan 26, 2018","1,416.00","1,414.00","1,416.50","1,414.00",0.09K,-0.69%,1.0694564992450235
285,508,"Jan 29, 2018","1,403.60","1,412.00","1,412.00","1,403.00",0.39K,-0.88%,0.5727297175069475
286,507,"Jan 30, 2018","1,398.50","1,398.50","1,398.50","1,398.50",0.20K,-0.36%,0.8186194868955051
287,506,"Jan 31, 2018","1,401.70","1,405.80","1,407.50","1,405.80",0.01K,0.23%,1.152763045686973
288,505,"Feb 01, 2018","1,406.70","1,406.70","1,406.70","1,406.70",0.06K,0.36%,1.6848284789434909
289,504,"Feb 02, 2018","1,396.20","1,396.20","1,396.20","1,396.20",0.06K,-0.75%,1.1464791049610754
290,503,"Feb 05, 2018","1,394.50","1,394.50","1,394.50","1,394.50",0.31K,-0.12%,1.0690607038992892
291,502,"Feb 06, 2018","1,387.00","1,405.20","1,405.20","1,385.00",0.02K,-0.54%,1.0010100433710691
292,501,"Feb 07, 2018","1,372.30","1,374.00","1,374.00","1,374.00",0.03K,-1.06%,1.7189949542805762
293,500,"Feb 08, 2018","1,376.40","1,376.00","1,377.00","1,375.00",0.01K,0.30%,1.8529134815609414
294,499,"Feb 09, 2018","1,372.30","1,372.70","1,372.70","1,372.70",0.00K,-0.30%,2.164675623476752
295,498,"Feb 12, 2018","1,383.10","1,383.10","1,383.10","1,383.10",0.01K,0.79%,1.9898415219762782
296,497,"Feb 13, 2018","1,387.00","1,389.20","1,389.20","1,389.10",0.00K,0.28%,1.958437344276053
297,496,"Feb 14, 2018","1,415.10","1,397.00","1,397.00","1,397.00",0.03K,2.03%,2.650730956811471
298,495,"Feb 15, 2018","1,413.70","1,412.00","1,412.00","1,412.00",0.00K,-0.10%,2.6437426822351178
299,494,"Feb 16, 2018","1,415.00","1,415.00","1,415.00","1,415.00",0.00K,0.09%,2.786369603592399
300,493,"Feb 18, 2018","1,350.50","1,349.70","1,352.40","1,349.70",-,-4.56%,2.6128501550307854
301,492,"Feb 19, 2018","1,347.80","1,350.40","1,353.90","1,347.40",-,-0.20%,2.940284607024713
302,491,"Feb 20, 2018","1,390.10","1,404.80","1,404.80","1,392.20",0.02K,3.14%,0.3847323145017342
303,490,"Feb 21, 2018","1,392.30","1,390.70","1,394.00","1,388.80",0.21K,0.16%,0.8019975428346846
304,489,"Feb 22, 2018","1,393.10","1,387.40","1,392.80","1,383.10",0.01K,0.06%,0.8591292917926856
305,488,"Feb 23, 2018","1,390.70","1,390.70","1,390.70","1,390.70",0.15K,-0.17%,0.7852326341782786
306,487,"Feb 26, 2018","1,394.80","1,394.80","1,394.80","1,394.80",0.10K,0.29%,1.002143010135914
307,486,"Feb 27, 2018","1,381.30","1,385.80","1,385.80","1,378.40",0.11K,-0.97%,0.6349797191268511
308,485,"Feb 28, 2018","1,380.80","1,382.00","1,382.00","1,382.00",0.04K,-0.04%,0.6510771937515917
309,484,"Mar 01, 2018","1,367.60","1,377.50","1,377.50","1,365.80",0.03K,-0.96%,1.3973972449937737
310,483,"Mar 02, 2018","1,385.80","1,378.00","1,378.00","1,378.00",0.21K,1.33%,0.35886953132625726
311,482,"Mar 05, 2018","1,382.10","1,382.10","1,382.10","1,382.10",0.18K,-0.27%,0.5389324705820052
312,481,"Mar 06, 2018","1,397.50","1,399.90","1,399.90","1,399.90",0.00K,1.11%,0.7053189476382291
313,480,"Mar 07, 2018","1,389.50","1,389.50","1,389.50","1,389.50",0.17K,-0.57%,0.3346002372110841
314,479,"Mar 08, 2018","1,384.00","1,381.50","1,381.50","1,381.50",0.00K,-0.40%,0.3436559944044085
315,478,"Mar 09, 2018","1,386.90","1,386.90","1,386.90","1,386.90",0.00K,0.21%,0.42303695660314156
316,477,"Mar 12, 2018","1,383.70","1,381.40","1,381.40","1,381.40",0.00K,-0.23%,0.4169529007383668
317,476,"Mar 13, 2018","1,390.30","1,390.30","1,390.30","1,390.30",0.60K,0.48%,0.7053450260085414
318,475,"Mar 14, 2018","1,388.60","1,388.60","1,388.60","1,388.60",0.00K,-0.12%,0.6120789071370639
319,474,"Mar 15, 2018","1,380.60","1,381.70","1,381.70","1,381.70",0.10K,-0.58%,0.9880569552356953
320,473,"Mar 16, 2018","1,375.20","1,375.20","1,375.20","1,375.20",0.08K,-0.39%,1.7128382017605814
321,472,"Mar 19, 2018","1,380.60","1,380.60","1,380.60","1,380.60",0.20K,0.39%,1.6194266728678748
322,471,"Mar 20, 2018","1,375.10","1,375.10","1,375.10","1,375.10",0.07K,-0.40%,1.9506559910468704
323,470,"Mar 21, 2018","1,385.50","1,385.50","1,385.50","1,385.50",0.16K,0.76%,1.3575386932891202
324,469,"Mar 22, 2018","1,391.10","1,391.10","1,391.10","1,391.10",0.00K,0.40%,1.161324486105153
325,468,"Mar 23, 2018","1,413.90","1,403.50","1,412.30","1,403.50",0.01K,1.64%,1.2064835472353923
326,467,"Mar 26, 2018","1,419.90","1,420.30","1,420.50","1,418.90",0.04K,0.42%,1.6223740895793854
327,466,"Mar 27, 2018","1,406.70","1,413.00","1,413.00","1,407.10",0.01K,-0.93%,1.0117264515867959
328,465,"Mar 28, 2018","1,387.80","1,399.00","1,399.00","1,389.50",0.11K,-1.34%,0.6198892820855147
329,464,"Mar 29, 2018","1,384.90","1,384.30","1,384.30","1,384.10",0.00K,-0.21%,0.8532176780985931
330,463,"Apr 02, 2018","1,404.70","1,404.70","1,404.70","1,404.70",0.01K,1.43%,0.6443850669060576
331,462,"Apr 03, 2018","1,395.40","1,392.00","1,392.00","1,392.00",0.01K,-0.66%,0.7288321853556702
332,461,"Apr 04, 2018","1,398.60","1,398.60","1,398.60","1,398.60",0.01K,0.23%,0.660653364694715
333,460,"Apr 05, 2018","1,387.00","1,387.00","1,387.00","1,387.00",0.04K,-0.83%,1.2411729019873294
334,459,"Apr 06, 2018","1,394.80","1,394.00","1,394.20","1,393.60",0.00K,0.56%,0.8849100134080965
335,458,"Apr 09, 2018","1,398.50","1,398.80","1,398.80","1,398.80",0.00K,0.27%,0.7285662974982502
336,457,"Apr 10, 2018","1,404.40","1,404.40","1,404.40","1,404.40",0.06K,0.42%,0.4886818607616585
337,456,"Apr 11, 2018","1,418.90","1,418.90","1,418.90","1,418.90",0.06K,1.03%,0.7915835432273411
338,455,"Apr 12, 2018","1,400.30","1,400.30","1,400.30","1,400.30",0.06K,-1.31%,0.529608096279668
339,454,"Apr 13, 2018","1,406.60","1,406.60","1,406.60","1,406.60",0.05K,0.45%,0.7143385006159763
340,453,"Apr 16, 2018","1,409.30","1,409.30","1,409.30","1,409.30",0.02K,0.19%,0.9216285678751038
341,452,"Apr 17, 2018","1,408.00","1,410.70","1,410.70","1,410.70",0.26K,-0.09%,1.1199446700428335
342,451,"Apr 18, 2018","1,412.20","1,412.20","1,412.20","1,412.20",0.00K,0.30%,1.6366059296733215
343,450,"Apr 19, 2018","1,407.50","1,405.60","1,405.80","1,405.60",0.00K,-0.33%,1.5257904790049153
344,449,"Apr 20, 2018","1,396.90","1,402.80","1,402.80","1,396.50",0.22K,-0.75%,1.029514456643359
345,448,"Apr 23, 2018","1,382.70","1,395.10","1,395.10","1,383.60",0.01K,-1.02%,0.582407591676816
346,447,"Apr 24, 2018","1,391.80","1,384.60","1,393.00","1,384.60",0.01K,0.66%,1.2456617006644473
347,446,"Apr 25, 2018","1,381.60","1,383.40","1,383.40","1,383.40",0.00K,-0.73%,0.73975301996138
348,445,"Apr 26, 2018","1,376.70","1,378.80","1,378.80","1,378.80",0.01K,-0.35%,0.5285735007079221
349,444,"Apr 27, 2018","1,382.30","1,382.30","1,382.30","1,382.30",0.01K,0.41%,0.8401026774331961
350,443,"Apr 30, 2018","1,377.80","1,380.00","1,380.00","1,380.00",0.01K,-0.33%,0.5935056287651069
351,442,"May 01, 2018","1,365.10","1,370.00","1,370.00","1,365.20",0.17K,-0.92%,0.45094377483832465
352,441,"May 02, 2018","1,364.00","1,370.00","1,370.00","1,364.00",0.04K,-0.08%,0.6964864507091201
353,440,"May 03, 2018","1,371.10","1,370.00","1,374.20","1,370.00",0.01K,0.52%,0.3583010608987544
354,439,"May 04, 2018","1,373.40","1,370.00","1,373.60","1,370.00",0.04K,0.17%,0.27717787264051363
355,438,"May 07, 2018","1,372.90","1,376.20","1,377.20","1,369.60",0.02K,-0.04%,0.7343439600725302
356,437,"May 08, 2018","1,372.50","1,365.50","1,365.50","1,365.50",0.00K,-0.03%,0.9569978626082215
357,436,"May 09, 2018","1,371.70","1,374.10","1,375.10","1,370.40",0.15K,-0.06%,1.1470135999740172
358,435,"May 10, 2018","1,380.80","1,373.20","1,376.70","1,372.70",0.29K,0.66%,1.7499973728308722
359,434,"May 11, 2018","1,379.10","1,379.10","1,379.10","1,379.10",0.20K,-0.12%,1.8501122187690473
360,433,"May 14, 2018","1,376.60","1,376.60","1,376.60","1,376.60",0.11K,-0.18%,1.8491069220692753
361,432,"May 15, 2018","1,348.50","1,366.30","1,366.30","1,349.00",0.03K,-2.04%,0.07478939602615446
362,431,"May 16, 2018","1,350.10","1,352.80","1,352.80","1,347.00",0.03K,0.12%,0.3600961088554536
363,430,"May 17, 2018","1,347.90","1,351.10","1,351.10","1,347.00",0.01K,-0.16%,0.560861813608958
364,429,"May 18, 2018","1,349.20","1,344.40","1,349.00","1,344.40",0.02K,0.10%,1.5132237595934561
365,428,"May 21, 2018","1,349.00","1,342.00","1,345.10","1,342.00",0.00K,-0.01%,2.0871771239510744
366,427,"May 22, 2018","1,350.00","1,350.00","1,350.00","1,350.00",0.01K,0.07%,2.1193638007315028
367,426,"May 23, 2018","1,347.40","1,347.00","1,347.00","1,347.00",0.05K,-0.19%,2.0742350438480113
368,425,"May 24, 2018","1,362.40","1,362.40","1,362.40","1,362.40",0.02K,1.11%,2.5479351704152955
369,424,"May 25, 2018","1,361.40","1,360.20","1,361.80","1,360.20",0.12K,-0.07%,2.5221865638628507
370,423,"May 27, 2018","1,298.30","1,299.80","1,299.90","1,296.10",-,-4.63%,3.610671459621293
371,422,"May 28, 2018","1,297.60","1,298.40","1,299.70","1,294.70",-,-0.05%,4.011235942073555
372,421,"May 29, 2018","1,354.60","1,361.50","1,362.40","1,353.00",0.67K,4.39%,0.20290167486559493
373,420,"May 30, 2018","1,357.60","1,355.00","1,356.40","1,355.00",0.68K,0.22%,0.34585197334780027
374,419,"May 31, 2018","1,355.90","1,357.40","1,357.40","1,355.30",0.22K,-0.13%,0.25049241785569565
375,418,"Jun 01, 2018","1,350.90","1,350.90","1,350.90","1,350.90",0.20K,-0.37%,0.22541539994059667
376,417,"Jun 04, 2018","1,349.40","1,349.40","1,349.40","1,349.40",0.06K,-0.11%,0.32164979375873753
377,416,"Jun 05, 2018","1,354.10","1,349.50","1,355.10","1,349.50",0.28K,0.35%,0.07968545307175771
378,415,"Jun 06, 2018","1,353.50","1,356.60","1,356.60","1,352.40",0.53K,-0.04%,0.21435029669092254
379,414,"Jun 07, 2018","1,354.40","1,354.40","1,355.20","1,354.20",0.31K,0.07%,0.7262265614771942
380,413,"Jun 08, 2018","1,354.40","1,355.30","1,355.30","1,355.30",0.04K,0.00%,0.9747770775020225
381,412,"Jun 11, 2018","1,355.50","1,356.30","1,356.30","1,356.30",0.00K,0.08%,1.252347523615015
382,411,"Jun 12, 2018","1,351.80","1,353.50","1,353.50","1,353.50",0.00K,-0.27%,1.3197872486154465
383,410,"Jun 13, 2018","1,353.50","1,353.50","1,353.50","1,353.50",0.05K,0.13%,1.6707885684144321
384,409,"Jun 14, 2018","1,360.60","1,360.60","1,360.60","1,360.60",0.05K,0.52%,2.3562699645836602
385,408,"Jun 15, 2018","1,329.30","1,342.70","1,342.70","1,342.70",0.06K,-2.30%,0.4532867581982894
386,407,"Jun 18, 2018","1,331.10","1,331.90","1,331.90","1,331.90",0.10K,0.14%,0.822550714036267
387,406,"Jun 19, 2018","1,329.20","1,327.90","1,327.90","1,327.90",0.36K,-0.14%,0.9773165082591774
388,405,"Jun 20, 2018","1,325.30","1,328.10","1,328.10","1,323.00",0.22K,-0.29%,1.040992438586606
389,404,"Jun 21, 2018","1,321.00","1,315.10","1,321.50","1,315.10",0.05K,-0.32%,0.9456816703781263
390,403,"Jun 22, 2018","1,321.30","1,320.50","1,320.50","1,320.00",0.02K,0.02%,1.3166580659935623
391,402,"Jun 25, 2018","1,319.20","1,320.20","1,320.20","1,317.20",0.08K,-0.16%,1.2845860821501942
392,401,"Jun 26, 2018","1,309.60","1,314.00","1,314.00","1,309.40",0.02K,-0.73%,1.6398163821065463
393,400,"Jun 27, 2018","1,305.70","1,307.80","1,307.80","1,304.50",0.04K,-0.30%,1.465598185908301
394,399,"Jun 28, 2018","1,300.20","1,301.10","1,301.10","1,301.10",0.14K,-0.42%,1.2912158779168432
395,398,"Jun 29, 2018","1,303.90","1,302.00","1,304.10","1,299.50",0.01K,0.28%,1.4011360055367745
396,397,"Jul 02, 2018","1,289.90","1,300.00","1,300.00","1,300.00",0.17K,-1.07%,1.4048514923854765
397,396,"Jul 03, 2018","1,302.40","1,288.50","1,305.10","1,288.50",0.18K,0.97%,1.3390269666734849
398,395,"Jul 04, 2018","1,258.10","1,256.20","1,262.40","1,255.30",-,-3.40%,3.2993813672243153
399,394,"Jul 05, 2018","1,307.60","1,307.90","1,307.90","1,305.40",0.03K,3.93%,0.7591620941038422
400,393,"Jul 06, 2018","1,304.80","1,305.50","1,305.50","1,305.50",0.00K,-0.21%,0.7890102486202882
401,392,"Jul 09, 2018","1,309.00","1,303.50","1,313.50","1,303.50",0.03K,0.32%,1.410851176074338
402,391,"Jul 10, 2018","1,305.10","1,310.10","1,310.10","1,304.10",0.43K,-0.30%,1.4504883433498545
403,390,"Jul 11, 2018","1,293.30","1,290.70","1,290.70","1,290.70",0.14K,-0.90%,0.999633774930315
404,389,"Jul 12, 2018","1,295.40","1,292.40","1,295.40","1,291.50",0.04K,0.16%,1.2335292716717443
405,388,"Jul 13, 2018","1,289.70","1,290.00","1,290.10","1,287.90",0.13K,-0.44%,1.0300267435967176
406,387,"Jul 16, 2018","1,288.20","1,289.90","1,289.90","1,288.90",0.01K,-0.12%,1.054092341050341
407,386,"Jul 17, 2018","1,275.30","1,288.30","1,292.40","1,276.10",0.34K,-1.00%,0.2231670896378528
408,385,"Jul 18, 2018","1,275.70","1,271.10","1,272.10","1,268.90",0.26K,0.03%,0.26272207303606576
409,384,"Jul 19, 2018","1,271.10","1,265.90","1,265.90","1,262.90",0.34K,-0.36%,0.2735479293637648
410,383,"Jul 20, 2018","1,277.50","1,264.60","1,278.00","1,264.60",0.15K,0.50%,0.4799909108964664
411,382,"Jul 23, 2018","1,271.40","1,278.50","1,278.50","1,270.30",0.26K,-0.48%,0.21811270448107983
412,381,"Jul 24, 2018","1,271.50","1,270.00","1,272.00","1,265.90",0.10K,0.01%,0.3057432825972295
413,380,"Jul 25, 2018","1,277.40","1,275.80","1,278.50","1,275.00",0.06K,0.46%,0.8611444917170284
414,379,"Jul 26, 2018","1,271.80","1,271.80","1,271.80","1,271.80",0.06K,-0.44%,0.6376271469882726
415,378,"Jul 27, 2018","1,269.30","1,265.10","1,270.10","1,265.10",0.02K,-0.20%,0.6753431752623641
416,377,"Jul 30, 2018","1,268.00","1,268.30","1,268.30","1,268.30",0.07K,-0.10%,0.7236268715771312
417,376,"Jul 31, 2018","1,270.10","1,268.10","1,272.00","1,260.00",0.04K,0.17%,0.9333781800219968
418,375,"Aug 01, 2018","1,264.30","1,263.40","1,263.40","1,261.90",0.05K,-0.46%,0.5912896336429372
419,374,"Aug 02, 2018","1,256.50","1,262.80","1,263.40","1,253.50",0.09K,-0.62%,0.1407058473483509
420,373,"Aug 03, 2018","1,259.70","1,249.50","1,264.50","1,249.50",0.03K,0.25%,0.8078075767176496
421,372,"Aug 06, 2018","1,254.10","1,260.10","1,260.10","1,254.00",0.01K,-0.44%,0.8030486744995474
422,371,"Aug 07, 2018","1,254.70","1,257.50","1,259.60","1,255.50",0.01K,0.05%,1.3263512363413383
423,370,"Aug 08, 2018","1,257.30","1,256.80","1,256.80","1,256.80",0.00K,0.21%,1.849694797392157
424,369,"Aug 09, 2018","1,256.30","1,256.30","1,256.30","1,256.30",0.12K,-0.08%,2.1096283733861663
425,368,"Aug 10, 2018","1,255.10","1,251.00","1,260.00","1,251.00",0.10K,-0.10%,2.1733778579298852
426,367,"Aug 13, 2018","1,234.60","1,251.50","1,251.50","1,236.20",0.19K,-1.63%,0.8139842189828878
427,366,"Aug 14, 2018","1,236.40","1,236.70","1,237.60","1,236.40",0.06K,0.15%,0.9183248563064188
428,365,"Aug 15, 2018","1,220.20","1,230.00","1,230.20","1,217.10",0.04K,-1.31%,0.8180730113694791
429,364,"Aug 16, 2018","1,219.20","1,211.10","1,223.10","1,208.60",0.30K,-0.08%,1.255943234291664
430,363,"Aug 17, 2018","1,219.30","1,214.30","1,226.00","1,214.30",0.02K,0.01%,1.5934214044835264
431,362,"Aug 20, 2018","1,229.60","1,227.90","1,231.60","1,227.30",0.14K,0.84%,1.1151074573310853
432,361,"Aug 21, 2018","1,234.90","1,236.00","1,237.30","1,231.60",0.03K,0.43%,0.8904290493092354
433,360,"Aug 22, 2018","1,238.20","1,239.20","1,239.20","1,237.40",0.04K,0.27%,0.7259508232763011
434,359,"Aug 23, 2018","1,228.40","1,229.30","1,233.40","1,228.00",0.07K,-0.79%,1.3668537079345793
435,358,"Aug 24, 2018","1,248.20","1,228.60","1,249.20","1,228.60",0.03K,1.61%,1.3592116361143831
436,357,"Aug 27, 2018","1,251.20","1,245.20","1,252.90","1,245.20",0.00K,0.24%,2.009069623770704
437,356,"Aug 28, 2018","1,249.60","1,247.90","1,247.90","1,242.50",0.01K,-0.13%,1.9863791148946408
438,355,"Aug 29, 2018","1,246.50","1,242.80","1,246.80","1,242.80",0.10K,-0.25%,1.8447727753050183
439,354,"Aug 30, 2018","1,239.50","1,243.00","1,243.30","1,237.40",0.43K,-0.56%,1.4779597139595866
440,353,"Aug 31, 2018","1,241.10","1,243.80","1,247.90","1,241.60",0.02K,0.13%,1.5644876086795279
441,352,"Sep 02, 2018","1,204.90","1,206.20","1,206.60","1,204.50",-,-2.92%,2.174406795141545
442,351,"Sep 03, 2018","1,206.30","1,204.90","1,209.60","1,201.30",-,0.12%,2.2937561989864275
443,350,"Sep 04, 2018","1,233.60","1,241.00","1,243.20","1,230.30",0.11K,2.26%,0.46119798961572234
444,349,"Sep 05, 2018","1,236.00","1,234.40","1,237.30","1,233.70",0.11K,0.19%,0.41774532826619626
445,348,"Sep 06, 2018","1,239.10","1,242.50","1,246.50","1,237.80",0.55K,0.25%,0.32939160068467394
446,347,"Sep 07, 2018","1,235.50","1,240.60","1,241.50","1,235.80",0.47K,-0.29%,0.4644147546789351
447,346,"Sep 10, 2018","1,235.00","1,233.70","1,237.20","1,233.50",0.05K,-0.04%,0.503486740926718
448,345,"Sep 11, 2018","1,237.60","1,234.80","1,239.50","1,230.00",0.16K,0.21%,0.4053215318256334
449,344,"Sep 12, 2018","1,246.60","1,238.00","1,247.00","1,235.70",0.40K,0.73%,0.44177267968376405
450,343,"Sep 13, 2018","1,243.80","1,246.40","1,252.50","1,242.10",0.29K,-0.22%,0.3681702248546472
451,342,"Sep 14, 2018","1,236.60","1,244.00","1,247.70","1,234.80",0.28K,-0.58%,0.43237057844236687
452,341,"Sep 17, 2018","1,241.20","1,236.70","1,244.70","1,236.70",0.15K,0.37%,0.2557747813771149
453,340,"Sep 18, 2018","1,238.30","1,238.20","1,241.20","1,238.20",0.24K,-0.23%,0.3554831317854716
454,339,"Sep 19, 2018","1,244.10","1,240.00","1,246.30","1,240.00",0.08K,0.47%,0.7762989551791364
455,338,"Sep 20, 2018","1,247.00","1,243.10","1,248.20","1,241.90",0.07K,0.23%,1.0499045412402543
456,337,"Sep 21, 2018","1,236.90","1,249.70","1,250.30","1,231.90",0.04K,-0.81%,0.5883311260655699
457,336,"Sep 24, 2018","1,240.00","1,237.70","1,243.50","1,237.70",0.01K,0.25%,0.7427239849324657
458,335,"Sep 25, 2018","1,240.80","1,240.80","1,240.80","1,240.80",0.05K,0.06%,0.7874304043819099
459,334,"Sep 26, 2018","1,234.40","1,239.70","1,239.70","1,231.00",0.66K,-0.52%,0.5350583431741226
460,333,"Sep 27, 2018","1,222.40","1,236.10","1,236.10","1,221.80",1.30K,-0.97%,1.1561715745028498
461,332,"Sep 28, 2018","1,231.30","1,222.90","1,232.00","1,220.70",0.18K,0.73%,0.6150162683199529
462,331,"Oct 01, 2018","1,227.00","1,225.20","1,228.80","1,223.80",0.50K,-0.35%,0.8321172823017579
463,330,"Oct 02, 2018","1,242.70","1,228.10","1,247.30","1,228.10",0.28K,1.28%,0.8379423729742977
464,329,"Oct 03, 2018","1,238.70","1,245.20","1,245.20","1,237.90",0.18K,-0.32%,0.9885080307629354
465,328,"Oct 04, 2018","1,237.50","1,239.00","1,242.90","1,239.00",0.61K,-0.10%,1.1698886065218554
466,327,"Oct 05, 2018","1,242.20","1,238.10","1,244.60","1,238.10",0.10K,0.38%,1.3636704431667404
467,326,"Oct 08, 2018","1,224.90","1,230.00","1,230.00","1,223.60",0.15K,-1.39%,2.4338670488379615
468,325,"Oct 09, 2018","1,227.80","1,230.10","1,231.30","1,224.90",0.07K,0.24%,2.4985266993695854
469,324,"Oct 10, 2018","1,229.40","1,228.80","1,233.00","1,227.00",0.12K,0.13%,2.6452816054067148
470,323,"Oct 11, 2018","1,264.00","1,233.20","1,265.70","1,231.20",0.76K,2.81%,0.2371910310937263
471,322,"Oct 12, 2018","1,258.10","1,259.40","1,261.40","1,256.70",0.17K,-0.47%,0.5411817818157812
472,321,"Oct 15, 2018","1,266.90","1,258.90","1,272.90","1,258.90",0.19K,0.70%,0.28299687397035506
473,320,"Oct 16, 2018","1,267.30","1,269.40","1,269.40","1,268.40",0.12K,0.03%,0.28951171411650556
474,319,"Oct 17, 2018","1,263.40","1,260.40","1,268.60","1,260.40",0.30K,-0.31%,0.3892244418528089
475,318,"Oct 18, 2018","1,266.60","1,262.70","1,267.30","1,261.30",0.04K,0.25%,0.3222814075872164
476,317,"Oct 19, 2018","1,265.30","1,268.50","1,268.50","1,265.50",0.04K,-0.10%,0.37043106500134926
