,order,Date,Price,Open,High,Low,Change %,volatility
254,528,"Dec 22, 2017",113.27,113.32,113.45,113.25,-0.05%,0.3099316857915481
255,527,"Dec 25, 2017",113.28,113.33,113.38,113.22,0.01%,0.45429807007410367
256,526,"Dec 26, 2017",113.23,113.28,113.36,113.12,-0.04%,0.4890860389530283
257,525,"Dec 27, 2017",113.36,113.25,113.39,113.14,0.11%,0.6143522144749508
258,524,"Dec 28, 2017",112.89,113.36,113.36,112.67,-0.41%,0.269681358692483
259,523,"Dec 29, 2017",112.69,112.88,112.98,112.47,-0.18%,0.23830067593796866
260,522,"Jan 01, 2018",112.66,112.67,112.69,112.64,-0.03%,0.2429939026866671
261,521,"Jan 02, 2018",112.3,112.67,112.8,112.06,-0.32%,0.5153099812090176
262,520,"Jan 03, 2018",112.5,112.3,112.61,112.17,0.18%,0.6248199740725329
263,519,"Jan 04, 2018",112.75,112.5,112.87,112.46,0.22%,0.8946636748247705
264,518,"Jan 05, 2018",113.08,112.75,113.32,112.72,0.29%,1.371146983685697
265,517,"Jan 08, 2018",113.09,113.06,113.39,112.89,0.01%,1.636210027675881
266,516,"Jan 09, 2018",112.66,113.11,113.19,112.36,-0.38%,1.3987934547709695
267,515,"Jan 10, 2018",111.44,112.66,112.78,111.28,-1.08%,0.49391190553180636
268,514,"Jan 11, 2018",111.25,111.44,111.89,111.05,-0.17%,0.4062171268422684
269,513,"Jan 12, 2018",111.04,111.26,111.7,110.91,-0.19%,0.2933249459562859
270,512,"Jan 15, 2018",110.54,111.07,111.2,110.32,-0.45%,0.3643552981257947
271,511,"Jan 16, 2018",110.45,110.55,110.98,110.25,-0.08%,0.5914095471937945
272,510,"Jan 17, 2018",111.28,110.44,111.34,110.19,0.75%,1.0240317350118737
273,509,"Jan 18, 2018",111.11,111.3,111.5,110.7,-0.15%,1.2245793413127124
274,508,"Jan 19, 2018",110.78,111.11,111.14,110.5,-0.30%,1.1889444330884889
275,507,"Jan 22, 2018",110.92,110.62,111.23,110.52,0.13%,1.4791515941392588
276,506,"Jan 23, 2018",110.31,110.92,111.19,110.25,-0.55%,1.0819510963230137
277,505,"Jan 24, 2018",109.22,110.31,110.34,108.97,-0.99%,0.2657220199760464
278,504,"Jan 25, 2018",109.41,109.22,109.7,108.5,0.17%,0.4401018780880901
279,503,"Jan 26, 2018",108.72,109.42,109.78,108.28,-0.63%,0.5856319690138371
280,502,"Jan 29, 2018",108.95,108.69,109.2,108.5,0.21%,0.49566448313763944
281,501,"Jan 30, 2018",108.78,108.97,109.22,108.42,-0.16%,0.6363030880923762
282,500,"Jan 31, 2018",109.19,108.78,109.45,108.58,0.38%,0.38721202524750464
283,499,"Feb 01, 2018",109.41,109.19,109.75,109.09,0.20%,0.41116636520812
284,498,"Feb 02, 2018",110.11,109.41,110.48,109.28,0.64%,0.9450026709245227
285,497,"Feb 05, 2018",109.11,110.11,110.31,108.98,-0.91%,0.5273467764679515
286,496,"Feb 06, 2018",109.56,109.08,109.66,108.44,0.41%,1.1719863632631546
287,495,"Feb 07, 2018",109.33,109.56,109.72,108.92,-0.21%,1.5051838989125768
288,494,"Feb 08, 2018",108.75,109.31,109.78,108.58,-0.53%,1.4211667751975714
