order,Date,Price,Open,High,Low,Vol.,Change %
795,"Oct 28, 2017","5,726.60","5,764.60","5,871.00","5,654.80",53.23K,-0.66%
794,"Oct 29, 2017","6,147.50","5,726.60","6,295.40","5,679.40",163.06K,7.35%
793,"Oct 30, 2017","6,124.30","6,147.70","6,226.20","6,019.00",78.62K,-0.38%
792,"Oct 31, 2017","6,451.20","6,124.30","6,467.20","6,090.80",101.25K,5.34%
791,"Nov 01, 2017","6,737.80","6,449.10","6,738.70","6,355.00",133.19K,4.44%
790,"Nov 02, 2017","7,024.80","6,737.80","7,339.90","6,737.80",238.80K,4.26%
789,"Nov 03, 2017","7,152.10","7,024.80","7,445.60","6,938.90",154.89K,1.81%
788,"Nov 04, 2017","7,363.80","7,147.00","7,492.20","6,957.80",106.60K,2.96%
787,"Nov 05, 2017","7,389.50","7,363.80","7,599.40","7,284.30",105.73K,0.35%
786,"Nov 06, 2017","6,959.20","7,389.50","7,429.70","6,934.70",159.69K,-5.82%
785,"Nov 07, 2017","7,102.80","6,959.30","7,222.40","6,957.80",101.05K,2.06%
784,"Nov 08, 2017","7,444.40","7,102.20","7,869.10","7,027.00",220.22K,4.81%
783,"Nov 09, 2017","7,129.60","7,444.40","7,457.10","7,040.80",126.77K,-4.23%
782,"Nov 10, 2017","6,565.80","7,129.60","7,319.00","6,406.00",222.00K,-7.91%
781,"Nov 11, 2017","6,339.90","6,565.80","6,821.50","6,197.90",135.72K,-3.44%
780,"Nov 12, 2017","5,878.10","6,339.90","6,490.50","5,493.60",269.83K,-7.28%
779,"Nov 13, 2017","6,522.50","5,878.10","6,760.10","5,828.30",178.34K,10.96%
778,"Nov 14, 2017","6,597.10","6,522.50","6,728.60","6,419.20",96.50K,1.14%
777,"Nov 15, 2017","7,283.20","6,597.10","7,330.10","6,596.90",131.12K,10.40%
776,"Nov 16, 2017","7,853.70","7,283.00","7,964.60","7,119.20",133.94K,7.83%
775,"Nov 17, 2017","7,700.00","7,853.70","8,000.20","7,534.70",117.35K,-1.96%
774,"Nov 18, 2017","7,780.90","7,700.00","7,857.50","7,458.90",74.38K,1.05%
773,"Nov 19, 2017","8,042.60","7,781.00","8,100.90","7,675.40",68.62K,3.36%
772,"Nov 20, 2017","8,244.70","8,042.60","8,294.10","7,947.30",75.70K,2.51%
771,"Nov 21, 2017","8,100.00","8,245.90","8,368.40","7,819.10",115.45K,-1.76%
770,"Nov 22, 2017","8,234.50","8,099.90","8,304.40","8,091.60",65.81K,1.66%
769,"Nov 23, 2017","8,013.40","8,234.50","8,266.50","8,012.40",68.01K,-2.69%
768,"Nov 24, 2017","8,200.80","8,013.40","8,332.90","7,900.20",73.00K,2.34%
767,"Nov 25, 2017","8,754.70","8,203.50","8,762.00","8,153.70",84.67K,6.75%
766,"Nov 26, 2017","9,318.40","8,754.60","9,474.60","8,746.60",85.89K,6.44%
765,"Nov 27, 2017","9,733.20","9,318.40","9,733.60","9,316.80",106.90K,4.45%
764,"Nov 28, 2017","9,906.00","9,732.60","9,969.60","9,638.20",87.76K,1.78%
763,"Nov 29, 2017","9,837.90","9,906.00","11,417.80","8,938.70",233.33K,-0.69%
762,"Nov 30, 2017","9,946.80","9,848.00","10,689.10","9,023.80",187.01K,1.11%
761,"Dec 01, 2017","10,861.50","9,947.10","10,942.80","9,420.90",131.92K,9.20%
760,"Dec 02, 2017","10,912.70","10,861.50","11,175.20","10,715.50",86.83K,0.47%
759,"Dec 03, 2017","11,246.20","10,912.70","11,851.10","10,578.40",122.13K,3.06%
758,"Dec 04, 2017","11,623.90","11,244.20","11,624.60","10,917.80",93.17K,3.36%
757,"Dec 05, 2017","11,667.10","11,624.40","11,901.90","11,486.10",89.69K,0.37%
756,"Dec 06, 2017","13,749.60","11,667.10","13,843.20","11,661.80",191.58K,17.85%
755,"Dec 07, 2017","16,850.30","13,750.10","16,879.30","13,401.60",297.11K,22.55%
754,"Dec 08, 2017","16,047.60","16,868.00","17,294.80","13,906.10",286.76K,-4.76%
753,"Dec 09, 2017","14,843.40","16,048.20","16,313.20","13,151.50",181.98K,-7.50%
752,"Dec 10, 2017","15,059.60","14,840.00","15,783.20","13,031.00",201.62K,1.46%
751,"Dec 11, 2017","16,732.50","15,060.50","17,399.20","15,024.60",159.73K,11.11%
750,"Dec 12, 2017","17,083.90","16,733.30","17,560.70","16,254.50",132.85K,2.10%
749,"Dec 13, 2017","16,286.80","17,083.90","17,268.00","15,669.90",155.41K,-4.67%
748,"Dec 14, 2017","16,467.90","16,286.80","16,941.10","16,023.60",107.92K,1.11%
747,"Dec 15, 2017","17,604.80","16,467.90","17,987.00","16,442.20",153.65K,6.90%
746,"Dec 16, 2017","19,345.50","17,594.10","19,587.70","17,318.50",112.17K,9.89%
745,"Dec 17, 2017","19,065.70","19,346.60","19,870.60","18,750.90",117.41K,-1.45%
744,"Dec 18, 2017","18,972.30","19,065.70","19,221.10","18,114.40",139.25K,-0.49%
743,"Dec 19, 2017","17,523.70","18,971.20","19,022.00","16,812.80",174.54K,-7.64%
742,"Dec 20, 2017","16,462.00","17,521.70","17,813.60","15,642.70",227.68K,-6.06%
741,"Dec 21, 2017","15,632.10","16,461.10","17,301.80","14,953.00",163.74K,-5.04%
740,"Dec 22, 2017","13,665.00","15,632.10","15,823.70","10,875.70",466.98K,-12.58%
739,"Dec 23, 2017","14,396.50","13,665.00","15,493.20","13,356.10",170.17K,5.35%
738,"Dec 24, 2017","13,790.00","14,396.60","14,413.70","12,166.50",182.42K,-4.21%
737,"Dec 25, 2017","13,833.50","13,790.00","14,467.40","13,010.70",107.48K,0.32%
736,"Dec 26, 2017","15,756.60","13,830.20","16,094.70","13,748.50",143.14K,13.90%
735,"Dec 27, 2017","15,416.60","15,757.00","16,514.60","14,534.70",138.71K,-2.16%
734,"Dec 28, 2017","14,398.70","15,416.30","15,505.50","13,466.10",170.37K,-6.60%
733,"Dec 29, 2017","14,392.60","14,398.50","15,109.80","13,951.10",118.88K,-0.04%
732,"Dec 30, 2017","12,531.50","14,392.10","14,461.50","11,962.10",182.07K,-12.93%
731,"Dec 31, 2017","13,850.40","12,532.40","14,241.80","12,359.40",111.27K,10.52%
730,"Jan 01, 2018","13,444.90","13,850.50","13,921.50","12,877.70",78.43K,-2.93%
729,"Jan 02, 2018","14,754.10","13,444.90","15,306.10","12,934.20",137.73K,9.74%
728,"Jan 03, 2018","15,156.60","14,754.10","15,435.00","14,579.70",106.54K,2.73%
727,"Jan 04, 2018","15,180.10","15,156.50","15,408.70","14,244.70",110.97K,0.15%
726,"Jan 05, 2018","16,954.80","15,180.10","17,126.90","14,832.40",141.96K,11.69%
725,"Jan 06, 2018","17,172.30","16,954.80","17,252.80","16,286.60",83.93K,1.28%
724,"Jan 07, 2018","16,228.20","17,174.50","17,184.80","15,791.10",79.01K,-5.50%
723,"Jan 08, 2018","14,976.20","16,228.30","16,302.90","13,902.30",142.45K,-7.71%
722,"Jan 09, 2018","14,778.50","14,976.20","15,324.60","14,613.40",71.40K,-1.32%
721,"Jan 10, 2018","15,043.00","14,778.50","15,045.40","13,613.10",87.07K,1.79%
720,"Jan 11, 2018","13,535.40","15,046.70","15,109.10","13,048.30",167.81K,-10.02%
719,"Jan 12, 2018","13,886.70","13,529.20","14,176.40","13,410.00",82.37K,2.60%
718,"Jan 13, 2018","14,292.20","13,896.00","14,640.70","13,888.20",61.14K,2.92%
717,"Jan 14, 2018","13,695.20","14,291.90","14,446.10","13,094.70",85.12K,-4.18%
716,"Jan 15, 2018","13,697.50","13,695.50","14,396.60","13,475.40",73.27K,0.02%
715,"Jan 16, 2018","11,362.00","13,704.40","13,711.00","10,050.70",317.10K,-17.05%
714,"Jan 17, 2018","11,192.30","11,357.70","11,769.60","9,271.30",361.80K,-1.49%
713,"Jan 18, 2018","11,245.40","11,202.00","12,004.70","10,660.20",242.45K,0.47%
712,"Jan 19, 2018","11,580.20","11,229.60","11,973.20","10,901.50",170.74K,2.98%
711,"Jan 20, 2018","12,858.90","11,579.20","13,082.20","11,567.30",143.90K,11.04%
710,"Jan 21, 2018","11,594.90","12,857.10","12,860.20","11,164.50",206.96K,-9.83%
709,"Jan 22, 2018","10,864.80","11,597.50","11,970.90","10,136.80",201.73K,-6.30%
708,"Jan 23, 2018","10,903.20","10,869.00","11,438.00","10,056.60",188.37K,0.35%
707,"Jan 24, 2018","11,452.30","10,899.40","11,549.50","10,584.50",136.06K,5.04%
706,"Jan 25, 2018","11,203.00","11,439.90","11,740.90","10,983.80",181.81K,-2.18%
705,"Jan 26, 2018","11,118.10","11,203.10","11,655.30","10,389.40",253.91K,-0.76%
704,"Jan 27, 2018","11,467.50","11,118.00","11,621.70","10,908.40",163.49K,3.14%
703,"Jan 28, 2018","11,795.10","11,471.20","12,112.70","11,433.30",154.63K,2.86%
702,"Jan 29, 2018","11,244.80","11,794.90","11,888.10","11,119.00",137.42K,-4.67%
701,"Jan 30, 2018","10,166.00","11,244.50","11,277.20","9,917.70",264.72K,-9.59%
700,"Jan 31, 2018","10,265.40","10,166.30","10,397.70","9,742.20",208.47K,0.98%
699,"Feb 01, 2018","9,181.10","10,266.20","10,303.00","8,789.20",358.40K,-10.56%
698,"Feb 02, 2018","8,893.20","9,179.80","9,201.40","7,915.80",519.40K,-3.14%
697,"Feb 03, 2018","9,241.10","8,894.40","9,506.90","8,249.30",248.71K,3.91%
696,"Feb 04, 2018","8,222.20","9,241.50","9,382.10","7,932.10",280.94K,-11.03%
695,"Feb 05, 2018","6,938.50","8,220.80","8,383.20","6,651.90",593.89K,-15.61%
694,"Feb 06, 2018","7,701.20","6,939.30","7,896.20","5,996.60",886.88K,10.99%
693,"Feb 07, 2018","7,594.70","7,693.80","8,536.50","7,196.60",445.62K,-1.38%
692,"Feb 08, 2018","8,164.20","7,595.10","8,489.90","7,595.10",296.10K,7.50%
691,"Feb 09, 2018","8,699.80","8,163.60","8,735.60","7,784.60",233.94K,6.56%
690,"Feb 10, 2018","8,559.60","8,697.30","9,066.60","8,172.20",263.53K,-1.61%
689,"Feb 11, 2018","8,081.90","8,559.70","8,564.20","7,843.70",236.20K,-5.58%
688,"Feb 12, 2018","8,903.50","8,083.60","8,984.90","8,083.60",238.67K,10.17%
687,"Feb 13, 2018","8,539.20","8,906.20","8,942.70","8,378.00",195.87K,-4.09%
686,"Feb 14, 2018","9,476.30","8,542.60","9,500.00","8,541.60",246.88K,10.97%
685,"Feb 15, 2018","10,037.30","9,475.60","10,206.80","9,348.50",291.28K,5.92%
684,"Feb 16, 2018","10,178.70","10,031.30","10,294.30","9,707.70",206.44K,1.41%
683,"Feb 17, 2018","11,073.50","10,177.30","11,095.90","10,070.90",224.76K,8.79%
682,"Feb 18, 2018","10,398.80","11,073.70","11,271.60","10,137.20",288.91K,-6.09%
681,"Feb 19, 2018","11,169.40","10,396.60","11,250.50","10,324.80",215.20K,7.41%
680,"Feb 20, 2018","11,238.70","11,169.70","11,791.50","11,119.90",267.56K,0.62%
679,"Feb 21, 2018","10,473.00","11,240.90","11,289.70","10,252.20",327.14K,-6.81%
678,"Feb 22, 2018","9,841.70","10,470.10","10,930.20","9,743.90",316.63K,-6.03%
677,"Feb 23, 2018","10,170.40","9,840.60","10,419.10","9,597.80",271.50K,3.34%
676,"Feb 24, 2018","9,704.30","10,163.80","10,506.10","9,394.50",239.16K,-4.58%
675,"Feb 25, 2018","9,585.20","9,703.10","9,860.30","9,330.10",196.49K,-1.23%
674,"Feb 26, 2018","10,285.10","9,590.90","10,378.40","9,410.30",235.94K,7.30%
673,"Feb 27, 2018","10,594.40","10,287.80","10,867.20","10,120.50",202.58K,3.01%
672,"Feb 28, 2018","10,333.90","10,584.40","11,070.70","10,303.40",215.22K,-2.46%
671,"Mar 01, 2018","10,904.50","10,335.10","11,047.80","10,248.70",188.77K,5.52%
670,"Mar 02, 2018","10,827.70","10,904.50","11,167.00","10,677.10",201.69K,-0.70%
669,"Mar 03, 2018","11,402.30","10,822.50","11,420.70","9,585.50",172.20K,5.31%
668,"Mar 04, 2018","11,416.50","11,402.80","11,490.30","10,878.40",156.40K,0.12%
667,"Mar 05, 2018","11,330.60","11,415.70","11,506.90","11,281.20",162.11K,-0.75%
666,"Mar 06, 2018","10,675.10","11,314.20","11,316.40","10,412.00",230.65K,-5.78%
665,"Mar 07, 2018","9,902.90","10,779.00","10,899.00","9,422.10",284.54K,-7.23%
664,"Mar 08, 2018","9,300.00","9,910.70","10,109.00","9,037.00",256.26K,-6.09%
663,"Mar 09, 2018","9,217.00","9,301.90","9,420.50","8,351.00",371.46K,-0.89%
662,"Mar 10, 2018","8,762.00","9,216.20","9,500.00","8,691.10",198.73K,-4.94%
661,"Mar 11, 2018","9,529.60","8,732.20","9,719.60","8,516.40",266.59K,8.76%
660,"Mar 12, 2018","9,137.40","9,535.80","9,892.20","8,804.10",257.91K,-4.12%
659,"Mar 13, 2018","9,154.90","9,138.70","9,482.00","8,875.10",239.46K,0.19%
658,"Mar 14, 2018","8,210.60","9,154.90","9,353.40","7,958.50",305.45K,-10.32%
657,"Mar 15, 2018","8,264.40","8,210.20","8,427.00","7,691.70",326.53K,0.66%
656,"Mar 16, 2018","8,289.20","8,264.30","8,604.80","7,929.10",236.13K,0.30%
655,"Mar 17, 2018","7,874.90","8,198.00","8,344.80","7,760.20",208.05K,-5.00%
654,"Mar 18, 2018","8,201.20","7,873.20","8,283.60","7,323.30",348.02K,4.14%
653,"Mar 19, 2018","8,616.80","8,200.90","8,698.30","8,127.70",316.96K,5.07%
652,"Mar 20, 2018","8,912.60","8,614.10","9,039.60","8,326.80",253.44K,3.43%
651,"Mar 21, 2018","8,905.90","8,912.40","9,173.40","8,775.10",218.19K,-0.08%
650,"Mar 22, 2018","8,726.20","8,903.70","9,096.20","8,499.10",223.01K,-2.02%
649,"Mar 23, 2018","8,916.80","8,725.30","8,917.00","8,305.60",210.11K,2.18%
648,"Mar 24, 2018","8,547.40","8,917.30","9,008.80","8,523.60",177.43K,-4.14%
647,"Mar 25, 2018","8,473.20","8,549.10","8,679.00","8,392.20",149.52K,-0.87%
646,"Mar 26, 2018","8,143.50","8,474.00","8,515.70","7,865.90",247.18K,-3.89%
645,"Mar 27, 2018","7,801.70","8,146.50","8,218.30","7,760.60",223.10K,-4.20%
644,"Mar 28, 2018","7,954.90","7,803.00","8,110.40","7,754.50",167.36K,1.96%
643,"Mar 29, 2018","7,129.20","7,955.20","7,980.70","6,954.90",348.75K,-10.38%
642,"Mar 30, 2018","6,853.70","7,132.40","7,288.10","6,603.80",417.31K,-3.86%
641,"Mar 31, 2018","6,938.20","6,856.50","7,221.50","6,804.90",245.30K,1.23%
640,"Apr 01, 2018","6,825.20","6,939.10","7,047.70","6,460.10",257.53K,-1.63%
639,"Apr 02, 2018","7,068.40","6,825.40","7,121.30","6,787.60",199.31K,3.56%
638,"Apr 03, 2018","7,424.20","7,067.20","7,519.30","7,032.90",230.80K,5.03%
637,"Apr 04, 2018","6,808.90","7,423.80","7,432.90","6,726.90",239.51K,-8.29%
636,"Apr 05, 2018","6,782.00","6,808.70","6,918.20","6,592.50",221.70K,-0.40%
635,"Apr 06, 2018","6,624.30","6,783.70","6,859.70","6,523.40",174.90K,-2.33%
634,"Apr 07, 2018","6,905.70","6,624.50","7,071.90","6,616.10",177.10K,4.25%
633,"Apr 08, 2018","7,030.50","6,905.90","7,113.40","6,903.90",132.51K,1.81%
632,"Apr 09, 2018","6,781.90","7,035.70","7,192.50","6,633.20",241.19K,-3.54%
631,"Apr 10, 2018","6,854.80","6,782.60","6,899.50","6,671.60",134.23K,1.08%
630,"Apr 11, 2018","6,962.10","6,855.60","6,988.60","6,818.40",142.07K,1.56%
629,"Apr 12, 2018","7,926.60","6,963.30","8,009.60","6,779.30",398.30K,13.85%
628,"Apr 13, 2018","7,887.40","7,926.90","8,228.00","7,756.60",296.95K,-0.49%
627,"Apr 14, 2018","8,004.40","7,891.10","8,180.20","7,839.30",164.71K,1.48%
626,"Apr 15, 2018","8,363.60","8,004.60","8,411.50","8,004.60",160.26K,4.49%
625,"Apr 16, 2018","8,070.00","8,362.20","8,412.90","7,908.50",197.70K,-3.51%
624,"Apr 17, 2018","7,908.60","8,070.00","8,171.70","7,852.80",162.59K,-2.00%
623,"Apr 18, 2018","8,178.40","7,908.50","8,227.60","7,895.30",163.26K,3.41%
622,"Apr 19, 2018","8,290.80","8,179.00","8,303.70","8,126.70",155.08K,1.37%
621,"Apr 20, 2018","8,867.00","8,292.30","8,926.20","8,224.50",225.96K,6.95%
620,"Apr 21, 2018","8,923.10","8,867.00","9,027.70","8,614.50",206.01K,0.63%
619,"Apr 22, 2018","8,806.70","8,923.60","9,022.30","8,766.50",161.89K,-1.30%
618,"Apr 23, 2018","8,952.80","8,809.30","9,001.00","8,785.30",147.54K,1.66%
617,"Apr 24, 2018","9,645.30","8,952.70","9,734.80","8,937.00",260.79K,7.73%
616,"Apr 25, 2018","8,873.10","9,645.00","9,753.10","8,768.10",395.67K,-8.01%
615,"Apr 26, 2018","9,287.00","8,874.50","9,303.60","8,669.80",248.39K,4.67%
614,"Apr 27, 2018","8,940.90","9,282.80","9,386.30","8,920.20",184.91K,-3.73%
613,"Apr 28, 2018","9,352.40","8,940.80","9,428.90","8,895.50",199.78K,4.60%
612,"Apr 29, 2018","9,415.10","9,352.20","9,565.10","9,182.80",184.72K,0.67%
611,"Apr 30, 2018","9,245.10","9,415.80","9,456.70","9,135.40",156.83K,-1.80%
610,"May 01, 2018","9,074.90","9,245.10","9,245.10","8,851.00",173.35K,-1.84%
609,"May 02, 2018","9,243.20","9,076.80","9,265.70","8,991.90",137.48K,1.85%
608,"May 03, 2018","9,749.70","9,244.20","9,809.40","9,171.40",201.18K,5.48%
607,"May 04, 2018","9,708.60","9,747.60","9,800.90","9,549.00",161.55K,-0.42%
606,"May 05, 2018","9,853.50","9,709.50","9,992.80","9,691.30",158.45K,1.49%
605,"May 06, 2018","9,656.40","9,859.60","9,957.70","9,446.70",150.95K,-2.00%
604,"May 07, 2018","9,431.60","9,651.10","9,675.60","9,204.20",165.08K,-2.33%
603,"May 08, 2018","9,196.40","9,373.90","9,404.40","9,079.80",157.45K,-2.49%
602,"May 09, 2018","9,319.10","9,194.90","9,377.90","8,988.00",147.89K,1.33%
601,"May 10, 2018","9,025.70","9,319.20","9,393.30","9,013.40",152.71K,-3.15%
600,"May 11, 2018","8,408.30","9,026.00","9,028.70","8,359.60",270.62K,-6.84%
599,"May 12, 2018","8,459.50","8,409.60","8,646.10","8,184.10",210.87K,0.61%
598,"May 13, 2018","8,693.50","8,489.10","8,758.40","8,330.00",149.80K,2.77%
597,"May 14, 2018","8,674.10","8,693.40","8,878.30","8,305.10",212.05K,-0.22%
596,"May 15, 2018","8,477.00","8,674.00","8,842.10","8,436.50",179.62K,-2.27%
595,"May 16, 2018","8,344.40","8,477.00","8,496.40","8,120.10",188.03K,-1.56%
594,"May 17, 2018","8,063.00","8,344.60","8,458.70","8,022.30",154.36K,-3.37%
593,"May 18, 2018","8,245.70","8,064.40","8,273.60","7,939.80",150.32K,2.27%
592,"May 19, 2018","8,245.10","8,244.70","8,389.10","8,153.20",107.89K,-0.01%
591,"May 20, 2018","8,529.00","8,243.90","8,580.40","8,184.70",113.76K,3.44%
590,"May 21, 2018","8,403.30","8,529.50","8,550.60","8,375.50",115.52K,-1.47%
589,"May 22, 2018","8,006.00","8,403.80","8,414.50","7,979.30",137.51K,-4.73%
588,"May 23, 2018","7,512.30","8,005.70","8,047.40","7,467.60",237.60K,-6.17%
587,"May 24, 2018","7,592.90","7,512.30","7,736.60","7,293.40",211.11K,1.07%
586,"May 25, 2018","7,477.70","7,593.90","7,653.40","7,355.60",161.82K,-1.52%
585,"May 26, 2018","7,361.30","7,478.50","7,619.30","7,331.50",103.07K,-1.56%
584,"May 27, 2018","7,366.70","7,361.90","7,411.80","7,267.50",103.29K,0.07%
583,"May 28, 2018","7,119.30","7,367.30","7,446.90","7,090.60",152.29K,-3.36%
582,"May 29, 2018","7,467.70","7,119.30","7,533.00","7,069.80",186.97K,4.89%
581,"May 30, 2018","7,400.10","7,469.20","7,565.20","7,306.80",140.37K,-0.91%
580,"May 31, 2018","7,502.60","7,400.80","7,611.90","7,355.00",144.52K,1.39%
579,"Jun 01, 2018","7,530.80","7,502.50","7,610.40","7,375.80",135.92K,0.38%
578,"Jun 02, 2018","7,646.60","7,530.80","7,694.50","7,467.90",121.18K,1.54%
577,"Jun 03, 2018","7,729.30","7,646.60","7,775.00","7,611.30",116.68K,1.08%
576,"Jun 04, 2018","7,504.30","7,729.30","7,759.90","7,468.40",141.01K,-2.91%
575,"Jun 05, 2018","7,631.50","7,507.40","7,672.60","7,391.00",145.23K,1.69%
574,"Jun 06, 2018","7,661.00","7,631.50","7,699.10","7,504.40",130.66K,0.39%
573,"Jun 07, 2018","7,697.80","7,661.00","7,754.70","7,657.70",124.00K,0.48%
572,"Jun 08, 2018","7,622.10","7,697.90","7,710.50","7,556.90",112.88K,-0.98%
571,"Jun 09, 2018","7,515.80","7,622.10","7,689.00","7,493.30",97.56K,-1.40%
570,"Jun 10, 2018","6,775.10","7,515.80","7,516.30","6,668.10",275.69K,-9.85%
569,"Jun 11, 2018","6,885.90","6,775.20","6,910.80","6,657.20",174.88K,1.64%
568,"Jun 12, 2018","6,558.20","6,885.90","6,887.20","6,476.00",178.26K,-4.76%
567,"Jun 13, 2018","6,312.30","6,558.50","6,624.60","6,129.10",237.48K,-3.75%
566,"Jun 14, 2018","6,647.10","6,312.30","6,711.50","6,283.60",201.54K,5.30%
565,"Jun 15, 2018","6,410.30","6,647.30","6,655.80","6,395.70",143.53K,-3.56%
564,"Jun 16, 2018","6,505.80","6,410.00","6,564.20","6,358.00",108.79K,1.49%
563,"Jun 17, 2018","6,460.30","6,505.80","6,593.00","6,452.10",90.67K,-0.70%
562,"Jun 18, 2018","6,719.80","6,460.50","6,794.50","6,410.90",135.70K,4.02%
561,"Jun 19, 2018","6,752.40","6,719.80","6,839.50","6,681.50",120.54K,0.49%
560,"Jun 20, 2018","6,765.40","6,752.30","6,812.70","6,575.10",121.48K,0.19%
559,"Jun 21, 2018","6,728.00","6,765.80","6,797.50","6,695.10",99.29K,-0.55%
558,"Jun 22, 2018","6,055.70","6,728.20","6,739.70","5,955.00",278.22K,-9.99%
557,"Jun 23, 2018","6,167.30","6,055.20","6,259.00","6,032.80",142.90K,1.84%
556,"Jun 24, 2018","6,154.60","6,167.90","6,248.30","5,785.30",240.60K,-0.21%
555,"Jun 25, 2018","6,256.60","6,155.10","6,331.20","6,101.70",210.69K,1.66%
554,"Jun 26, 2018","6,082.10","6,256.90","6,267.70","6,060.00",176.66K,-2.79%
553,"Jun 27, 2018","6,154.90","6,081.10","6,187.30","6,025.40",133.42K,1.20%
552,"Jun 28, 2018","5,883.50","6,154.90","6,178.40","5,854.00",156.05K,-4.41%
551,"Jun 29, 2018","6,213.30","5,883.20","6,284.90","5,818.50",206.96K,5.61%
550,"Jun 30, 2018","6,398.90","6,213.40","6,498.50","6,204.00",189.33K,2.99%
549,"Jul 01, 2018","6,366.80","6,398.50","6,445.10","6,284.70",128.51K,-0.50%
548,"Jul 02, 2018","6,619.50","6,349.10","6,680.00","6,275.00",179.92K,3.97%
547,"Jul 03, 2018","6,513.50","6,618.60","6,676.60","6,513.50",150.19K,-1.60%
546,"Jul 04, 2018","6,598.40","6,513.80","6,774.50","6,442.30",143.04K,1.30%
545,"Jul 05, 2018","6,546.50","6,598.00","6,693.60","6,466.10",166.18K,-0.79%
544,"Jul 06, 2018","6,617.70","6,546.50","6,638.20","6,458.30",132.69K,1.09%
543,"Jul 07, 2018","6,765.50","6,617.70","6,805.90","6,531.10",114.57K,2.23%
542,"Jul 08, 2018","6,714.80","6,765.40","6,784.00","6,694.30",267.60K,-0.75%
541,"Jul 09, 2018","6,667.10","6,715.10","6,793.80","6,637.70",289.48K,-0.71%
540,"Jul 10, 2018","6,307.20","6,668.40","6,686.80","6,291.50",315.27K,-5.40%
539,"Jul 11, 2018","6,389.10","6,307.20","6,409.70","6,296.60",243.82K,1.30%
538,"Jul 12, 2018","6,250.60","6,389.10","6,389.40","6,088.80",289.24K,-2.17%
537,"Jul 13, 2018","6,230.20","6,250.80","6,333.80","6,144.50",233.22K,-0.33%
536,"Jul 14, 2018","6,254.80","6,229.50","6,313.50","6,192.50",243.71K,0.40%
535,"Jul 15, 2018","6,362.90","6,254.80","6,399.60","6,238.50",180.67K,1.73%
534,"Jul 16, 2018","6,729.90","6,362.80","6,749.20","6,344.10",312.12K,5.77%
533,"Jul 17, 2018","7,322.00","6,729.80","7,453.20","6,666.00",337.75K,8.80%
532,"Jul 18, 2018","7,383.60","7,321.60","7,581.20","7,249.30",333.32K,0.84%
531,"Jul 19, 2018","7,477.50","7,383.90","7,558.40","7,288.80",247.25K,1.27%
530,"Jul 20, 2018","7,339.40","7,477.60","7,683.60","7,292.00",258.85K,-1.85%
529,"Jul 21, 2018","7,408.70","7,339.30","7,460.80","7,223.50",160.77K,0.95%
528,"Jul 22, 2018","7,412.30","7,409.00","7,575.30","7,343.70",204.16K,0.05%
527,"Jul 23, 2018","7,723.00","7,412.40","7,809.60","7,379.20",272.15K,4.19%
526,"Jul 24, 2018","8,407.00","7,723.10","8,479.80","7,701.90",345.32K,8.86%
525,"Jul 25, 2018","8,173.70","8,404.90","8,484.60","8,062.10",269.23K,-2.78%
524,"Jul 26, 2018","7,937.00","8,173.90","8,304.30","7,861.00",235.45K,-2.90%
523,"Jul 27, 2018","8,187.40","7,936.90","8,273.80","7,808.30",243.22K,3.15%
522,"Jul 28, 2018","8,234.10","8,186.80","8,234.10","8,077.40",147.14K,0.57%
521,"Jul 29, 2018","8,215.60","8,231.50","8,275.40","8,113.30",155.24K,-0.22%
520,"Jul 30, 2018","8,177.10","8,214.70","8,262.00","7,874.40",242.21K,-0.47%
519,"Jul 31, 2018","7,729.40","8,176.40","8,176.50","7,649.80",266.94K,-5.48%
518,"Aug 01, 2018","7,606.40","7,728.50","7,753.20","7,449.20",237.69K,-1.59%
517,"Aug 02, 2018","7,535.60","7,606.40","7,701.40","7,470.60",216.34K,-0.93%
516,"Aug 03, 2018","7,419.00","7,535.60","7,535.60","7,293.50",226.46K,-1.55%
515,"Aug 04, 2018","7,014.30","7,418.90","7,484.20","6,949.70",222.57K,-5.46%
514,"Aug 05, 2018","7,027.10","7,014.00","7,087.60","6,887.90",177.64K,0.18%
513,"Aug 06, 2018","6,943.60","7,027.80","7,143.60","6,852.50",168.87K,-1.19%
512,"Aug 07, 2018","6,724.90","6,943.60","7,149.70","6,689.90",232.48K,-3.15%
511,"Aug 08, 2018","6,283.60","6,725.20","6,725.20","6,138.80",311.54K,-6.56%
510,"Aug 09, 2018","6,538.80","6,283.70","6,620.20","6,197.00",237.66K,4.06%
509,"Aug 10, 2018","6,152.30","6,539.50","6,570.20","6,043.40",298.82K,-5.91%
508,"Aug 11, 2018","6,231.60","6,152.80","6,469.60","6,009.80",247.34K,1.29%
507,"Aug 12, 2018","6,313.00","6,232.10","6,453.00","6,169.80",216.33K,1.31%
506,"Aug 13, 2018","6,255.30","6,313.00","6,524.10","6,159.60",234.09K,-0.91%
505,"Aug 14, 2018","6,190.20","6,255.30","6,255.30","5,898.30",3.66M,-1.04%
504,"Aug 15, 2018","6,256.90","6,190.20","6,592.80","6,177.90",3.74M,1.08%
503,"Aug 16, 2018","6,306.70","6,256.90","6,470.90","6,249.80",3.50M,0.80%
502,"Aug 17, 2018","6,581.70","6,306.70","6,581.70","6,291.80",3.20M,4.36%
501,"Aug 18, 2018","6,379.10","6,581.80","6,626.40","6,295.50",3.15M,-3.08%
